day,hour,minute,sec,round(csec),prn,Lvec,signal level,phase hist
0.0,0.0,3.0,10,79.0,2,1,-0.571732566904521,-0.001200959351574039
0.0,0.0,3.0,10,80.0,2,0,-0.3876631239283671,-0.0019929509668815716
0.0,0.0,3.0,10,80.0,2,1,-0.5721412814389277,-0.0011973626669344681
0.0,0.0,3.0,10,81.0,2,0,-0.3880693567937341,-0.0020009953884690414
0.0,0.0,3.0,10,81.0,2,1,-0.5726029132789048,-0.0011938114487122238
0.0,0.0,3.0,10,82.0,2,0,-0.3884837080723808,-0.0020090759812571857
0.0,0.0,3.0,10,82.0,2,1,-0.5730991988161268,-0.001190466805423391
0.0,0.0,3.0,10,83.0,2,0,-0.38890659896706264,-0.002016934154731866
0.0,0.0,3.0,10,83.0,2,1,-0.5734273688336812,-0.0011877561107362926
0.0,0.0,3.0,10,84.0,2,0,-0.38932785890560934,-0.00202456024249922
0.0,0.0,3.0,10,84.0,2,1,-0.5735226011021399,-0.001186165398721391
0.0,0.0,3.0,10,85.0,2,0,-0.38972148101963244,-0.002032122900182557
0.0,0.0,3.0,10,85.0,2,1,-0.5736253877109905,-0.0011856993922460702
0.0,0.0,3.0,10,86.0,2,0,-0.39010129209794714,-0.0020395495939763107
0.0,0.0,3.0,10,86.0,2,1,-0.5738601364680552,-0.00118597101201715
0.0,0.0,3.0,10,87.0,2,0,-0.39060745340848624,-0.002046752571457034
0.0,0.0,3.0,10,87.0,2,1,-0.5740872989123509,-0.0011864301919288969
0.0,0.0,3.0,10,88.0,2,0,-0.3912694608874557,-0.002053883079645971
0.0,0.0,3.0,10,88.0,2,1,-0.5742616457221643,-0.001186997795839364
0.0,0.0,3.0,10,89.0,2,0,-0.3918430951977098,-0.002061339964494953
0.0,0.0,3.0,10,89.0,2,1,-0.5744748229030362,-0.001187993834362507
0.0,0.0,3.0,10,90.0,2,0,-0.39219597590803645,-0.002069474244429487
0.0,0.0,3.0,10,90.0,2,1,-0.5747224972333159,-0.001189135887732383
0.0,0.0,3.0,10,91.0,2,0,-0.3923767435498141,-0.0020783071791370413
0.0,0.0,3.0,10,91.0,2,1,-0.5749673270630861,-0.00119004619504636
0.0,0.0,3.0,10,92.0,2,0,-0.3923465942917197,-0.0020877354004606254
0.0,0.0,3.0,10,92.0,2,1,-0.5752084814182793,-0.0011907413450726388
0.0,0.0,3.0,10,93.0,2,0,-0.3920735810128273,-0.0020976882068818553
0.0,0.0,3.0,10,93.0,2,1,-0.575426282321533,-0.0011909871136440073
0.0,0.0,3.0,10,94.0,2,0,-0.3916613587281465,-0.002107622854621201
0.0,0.0,3.0,10,94.0,2,1,-0.5756427114905048,-0.0011905234312700318
0.0,0.0,3.0,10,95.0,2,0,-0.3912368316629392,-0.0021168018417014457
0.0,0.0,3.0,10,95.0,2,1,-0.575836822707188,-0.001189667455462866
0.0,0.0,3.0,10,96.0,2,0,-0.3908633641314921,-0.0021253971760236186
0.0,0.0,3.0,10,96.0,2,1,-0.5759856250854263,-0.0011890119386266647
0.0,0.0,3.0,10,97.0,2,0,-0.3904808457440704,-0.0021341056704126974
0.0,0.0,3.0,10,97.0,2,1,-0.576121980252978,-0.0011889189111570911
0.0,0.0,3.0,10,98.0,2,0,-0.39001030849809515,-0.0021433652371608395
0.0,0.0,3.0,10,98.0,2,1,-0.5761943451421065,-0.0011893435213567005
0.0,0.0,3.0,10,99.0,2,0,-0.3895316093304786,-0.002153295161085558
0.0,0.0,3.0,10,99.0,2,1,-0.5762206406857853,-0.0011898954041884287
0.0,0.0,3.0,11,0.0,2,0,-0.38914598639684006,-0.002163738995103487
0.0,0.0,3.0,11,0.0,2,1,-0.5762543339748811,-0.0011904019958170363
0.0,0.0,3.0,11,1.0,2,0,-0.3888344149451947,-0.002174528635033532
0.0,0.0,3.0,11,1.0,2,1,-0.576245056079797,-0.0011908824986434292
0.0,0.0,3.0,11,2.0,2,0,-0.38849335113372385,-0.002185522721004358
0.0,0.0,3.0,11,2.0,2,1,-0.5761957699322797,-0.0011911696403852014
0.0,0.0,3.0,11,3.0,2,0,-0.3880226994834015,-0.0021964709276375846
0.0,0.0,3.0,11,3.0,2,1,-0.5761330813056554,-0.0011911705802389201
0.0,0.0,3.0,11,4.0,2,0,-0.3874434448668791,-0.002207321429816012
0.0,0.0,3.0,11,4.0,2,1,-0.5759622068707324,-0.0011907957829186359
0.0,0.0,3.0,11,5.0,2,0,-0.3868381120907008,-0.002218171740072801
0.0,0.0,3.0,11,5.0,2,1,-0.5756160509032663,-0.0011897834159269895
0.0,0.0,3.0,11,6.0,2,0,-0.3862667115467512,-0.002229031930469524
0.0,0.0,3.0,11,6.0,2,1,-0.5751807215859951,-0.0011882314929870428
0.0,0.0,3.0,11,7.0,2,0,-0.38580708099502115,-0.002240084515204708
0.0,0.0,3.0,11,7.0,2,1,-0.574739674205872,-0.0011865678821731244
0.0,0.0,3.0,11,8.0,2,0,-0.3854356677101488,-0.0022514513202973705
0.0,0.0,3.0,11,8.0,2,1,-0.574300366119961,-0.0011852251580718274
0.0,0.0,3.0,11,9.0,2,0,-0.3850038879506824,-0.002262866152745999
0.0,0.0,3.0,11,9.0,2,1,-0.573838036960673,-0.0011843575550727085
0.0,0.0,3.0,11,10.0,2,0,-0.38449458716317336,-0.0022741807658235367
0.0,0.0,3.0,11,10.0,2,1,-0.5733298425472443,-0.0011833707304488817
0.0,0.0,3.0,11,11.0,2,0,-0.38398001891433103,-0.002285658875751903
0.0,0.0,3.0,11,11.0,2,1,-0.5727850942159376,-0.0011816353543491573
0.0,0.0,3.0,11,12.0,2,0,-0.38346680217801954,-0.0022972835016035575
0.0,0.0,3.0,11,12.0,2,1,-0.5722574240364278,-0.001179445967459598
0.0,0.0,3.0,11,13.0,2,0,-0.3829385201942642,-0.002308823596001962
0.0,0.0,3.0,11,13.0,2,1,-0.5717760148051951,-0.0011774491562633754
0.0,0.0,3.0,11,14.0,2,0,-0.3823875483640532,-0.0023200834129658058
0.0,0.0,3.0,11,14.0,2,1,-0.5713614947183252,-0.0011756056926100398
0.0,0.0,3.0,11,15.0,2,0,-0.38183428290386334,-0.002331109699465241
0.0,0.0,3.0,11,15.0,2,1,-0.5709754516037544,-0.0011736058769350993
0.0,0.0,3.0,11,16.0,2,0,-0.38134617183343217,-0.0023422553423337947
0.0,0.0,3.0,11,16.0,2,1,-0.5705010331969123,-0.0011715610105160867
0.0,0.0,3.0,11,17.0,2,0,-0.3810452186840116,-0.002353470254941085
0.0,0.0,3.0,11,17.0,2,1,-0.5699034539748862,-0.0011700250362307357
0.0,0.0,3.0,11,18.0,2,0,-0.3808943349900317,-0.0023646671136151477
0.0,0.0,3.0,11,18.0,2,1,-0.5692105234031117,-0.0011692778291936868
0.0,0.0,3.0,11,19.0,2,0,-0.3806564725146336,-0.0023759310405363633
0.0,0.0,3.0,11,19.0,2,1,-0.5684994974748065,-0.001169077309199404
0.0,0.0,3.0,11,20.0,2,0,-0.380221744243937,-0.002387179951250828
0.0,0.0,3.0,11,20.0,2,1,-0.5678564382950942,-0.0011691281938685906
0.0,0.0,3.0,11,21.0,2,0,-0.3797146247828611,-0.0023983541863863388
0.0,0.0,3.0,11,21.0,2,1,-0.5674344143979958,-0.0011691967758478625
0.0,0.0,3.0,11,22.0,2,0,-0.37921109583262397,-0.0024093356974692133
0.0,0.0,3.0,11,22.0,2,1,-0.5674317891766618,-0.0011690304199423642
0.0,0.0,3.0,11,23.0,2,0,-0.3786224662260685,-0.002419981640825088
0.0,0.0,3.0,11,23.0,2,1,-0.5678086639157222,-0.0011684478822572388
0.0,0.0,3.0,11,24.0,2,0,-0.37789905428806403,-0.002430391740090255
0.0,0.0,3.0,11,24.0,2,1,-0.5683715503509227,-0.0011674484214856504
0.0,0.0,3.0,11,25.0,2,0,-0.37709477010274056,-0.0024407098115465675
0.0,0.0,3.0,11,25.0,2,1,-0.5690057573181813,-0.0011659043510161427
0.0,0.0,3.0,11,26.0,2,0,-0.3763008638693165,-0.002451039227551722
0.0,0.0,3.0,11,26.0,2,1,-0.5697150180128976,-0.001163847222622621
0.0,0.0,3.0,11,27.0,2,0,-0.37552618895584083,-0.002461352181326638
0.0,0.0,3.0,11,27.0,2,1,-0.570501558583659,-0.0011616338694544928
0.0,0.0,3.0,11,28.0,2,0,-0.37474379000486835,-0.0024718994246765926
0.0,0.0,3.0,11,28.0,2,1,-0.5713883465213699,-0.001159603639102535
0.0,0.0,3.0,11,29.0,2,0,-0.37396431158636934,-0.002483137727307964
0.0,0.0,3.0,11,29.0,2,1,-0.5724241206125159,-0.0011580396850695142
0.0,0.0,3.0,11,30.0,2,0,-0.37316882543928565,-0.002494807728702454
0.0,0.0,3.0,11,30.0,2,1,-0.5735591389471376,-0.0011572655866080442
0.0,0.0,3.0,11,31.0,2,0,-0.37232413966465866,-0.0025065377030088747
0.0,0.0,3.0,11,31.0,2,1,-0.5748353590139896,-0.0011570752650279295
0.0,0.0,3.0,11,32.0,2,0,-0.3714415993784548,-0.002518038966650708
0.0,0.0,3.0,11,32.0,2,1,-0.576269421333933,-0.0011567936988391141
0.0,0.0,3.0,11,33.0,2,0,-0.3705740768537791,-0.0025290091821253153
0.0,0.0,3.0,11,33.0,2,1,-0.5777210062139229,-0.0011566533313646437
0.0,0.0,3.0,11,34.0,2,0,-0.3698537688569439,-0.0025398180491647297
0.0,0.0,3.0,11,34.0,2,1,-0.5790921828835831,-0.00115735658032119
0.0,0.0,3.0,11,35.0,2,0,-0.3693783773772072,-0.0025510273873903242
0.0,0.0,3.0,11,35.0,2,1,-0.5803321995391777,-0.0011589853557327588
0.0,0.0,3.0,11,36.0,2,0,-0.36903132411311834,-0.002562493171566433
0.0,0.0,3.0,11,36.0,2,1,-0.5814732237275287,-0.0011612334059150735
0.0,0.0,3.0,11,37.0,2,0,-0.36876566546846135,-0.0025739343686660356
0.0,0.0,3.0,11,37.0,2,1,-0.5826300856279274,-0.0011633669331568776
0.0,0.0,3.0,11,38.0,2,0,-0.3686363821021177,-0.0025855127292424137
0.0,0.0,3.0,11,38.0,2,1,-0.5838541586759085,-0.0011650975171550865
0.0,0.0,3.0,11,39.0,2,0,-0.3686415755593733,-0.0025968439849940275
0.0,0.0,3.0,11,39.0,2,1,-0.5850974695317563,-0.0011669275297469248
0.0,0.0,3.0,11,40.0,2,0,-0.3687176214472481,-0.0026073413220118508
0.0,0.0,3.0,11,40.0,2,1,-0.5862530781677044,-0.0011689602766056671
0.0,0.0,3.0,11,41.0,2,0,-0.36869108476365486,-0.002617550376105137
0.0,0.0,3.0,11,41.0,2,1,-0.5873176589207487,-0.0011711182598735676
0.0,0.0,3.0,11,42.0,2,0,-0.3685532560476424,-0.0026280959902050534
0.0,0.0,3.0,11,42.0,2,1,-0.5883847246586802,-0.0011732661729679024
0.0,0.0,3.0,11,43.0,2,0,-0.3684468405691451,-0.002638580912014879
