Elapsed Time (ms),Skydel SV ID,PRN,GPS TOW,GPS Week Number,Subframe,Page,Navigation Message (Hex),Modified
288000,6,6,389088.000,2279,1,-1,553F5480 E735C104 02B00017 BB3F0004 9700000C 1B625A40 028040DC BD1C7C39 7370B32C 00000000,No
288000,9,9,389088.000,2279,1,-1,553F5480 E76BE32F FF340017 BB3F000B 1200000E 42BA3FFF EA00045F 439803DD 61B8DD50 00000000,No
288000,10,10,389088.000,2279,1,-1,553F5480 E7E2E727 F8200017 BB3E4012 E200000E 6E19F200 0A801958 53A5EFF2 129B54F4 00000000,No
300000,2,2,389100.000,2279,2,-1,553F5509 94777F85 7BB003E9 1BAF2BAF 5786FC7E 99B21876 32BBFF2E 01460055 635452E0 00000000,No
300000,3,3,389100.000,2279,2,-1,553F5509 60EF51F5 7BB0040F 82E32BAF 6A0160D4 454836CB 305FFFB1 F02D8D72 839A4B08 00000000,No
300000,6,6,389100.000,2279,2,-1,553F550A E1C63E61 7BB003DD 425F2BAD 4E4590FA 17BDF565 5053FFDB B021E013 A2B100C8 00000000,No
300000,9,9,389100.000,2279,2,-1,553F550B 9A60D099 7BB003FF 34EB2BAB E1CD2060 FC2DEE6A 5687FF51 514CD3F4 11BCC4B8 00000000,No
300000,10,10,389100.000,2279,2,-1,553F5508 9627DB11 7BB00142 3E732BAF 9FA724B7 0AA7C20D 806BFEFB 80357A71 910465C8 00000000,No
312000,2,2,389112.000,2279,3,5,553F5590 50197FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 08285018 00000000,No
312000,3,3,389112.000,2279,3,5,553F5590 50197FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 0E3163F4 00000000,No
312000,6,6,389112.000,2279,3,5,553F5590 50197FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 1A67CB9C 00000000,No
312000,9,9,389112.000,2279,3,5,553F5590 50197FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 269C3324 00000000,No
312000,10,10,389112.000,2279,3,5,553F5590 50197FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 2AAE54FC 00000000,No
324000,2,2,389124.000,2279,4,7,553F5618 739C3E91 D4005180 3BF9732B AF5AFC6C 7E187635 C738533A 00908000 08F5D778 00000000,No
324000,3,3,389124.000,2279,4,7,553F5618 739C3E91 D4005180 3BF9732B AF5AFC6C 7E187635 C738533A 00908000 0EECE494 00000000,No
324000,6,6,389124.000,2279,4,7,553F5618 739C3E91 D4005180 3BF9732B AF5AFC6C 7E187635 C738533A 00908000 1ABA4CFC 00000000,No
324000,9,9,389124.000,2279,4,7,553F5618 739C3E91 D4005180 3BF9732B AF5AFC6C 7E187635 C738533A 00908000 2641B444 00000000,No
324000,10,10,389124.000,2279,4,7,553F5618 739C3E91 D4005180 3BF9732B AF5AFC6C 7E187635 C738533A 00908000 2A73D39C 00000000,No
336000,2,2,389136.000,2279,1,-1,553F5680 E7CE1BF4 045C0017 BB3F000D C600000F F19B107F E6FFE751 9DFB3006 22AD8F1C 00000000,No
336000,3,3,389136.000,2279,1,-1,553F5680 E7CB51E0 039C0017 BB3F4007 8200000C 819DA940 1D804222 87332BF8 5367C964 00000000,No
336000,6,6,389136.000,2279,1,-1,553F5680 E735C104 02B00017 BB3F0004 9700000C 1B625A40 028040DC BD1C7C39 7073CFA8 00000000,No
336000,9,9,389136.000,2279,1,-1,553F5680 E76BE32F FF340017 BB3F000B 1200000E 42BA3FFF EA00045F 439803DD 62BBA1D4 00000000,No
336000,10,10,389136.000,2279,1,-1,553F5680 E7E2E727 F8200017 BB3E4012 E200000E 6E19F200 0A801958 53A5EFF2 11982870 00000000,No
348000,2,2,389148.000,2279,2,-1,553F5709 94777F85 7BB003E9 1BAF2BAF 5786FC7E 99B21876 32BBFF2E 01460055 60572E64 00000000,No
348000,3,3,389148.000,2279,2,-1,553F5709 60EF51F5 7BB0040F 82E32BAF 6A0160D4 454836CB 305FFFB1 F02D8D72 8099378C 00000000,No
348000,6,6,389148.000,2279,2,-1,553F570A E1C63E61 7BB003DD 425F2BAD 4E4590FA 17BDF565 5053FFDB B021E013 A1B27C4C 00000000,No
348000,9,9,389148.000,2279,2,-1,553F570B 9A60D099 7BB003FF 34EB2BAB E1CD2060 FC2DEE6A 5687FF51 514CD3F4 12BFB83C 00000000,No
348000,10,10,389148.000,2279,2,-1,553F5708 9627DB11 7BB00142 3E732BAF 9FA724B7 0AA7C20D 806BFEFB 80357A71 9207194C 00000000,No
360000,2,2,389160.000,2279,3,5,553F5790 50183FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 0AFBDC74 00000000,No
360000,3,3,389160.000,2279,3,5,553F5790 50183FFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFF800 0CE2EF98 00000000,No
